2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,,
" 63,391 "," 67,820 "," 69,445 "," 70,354 "," 69,133 "," 67,673 "," 68,865 ",,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
